"movie_title","director_name","title_year","color","num_critic_for_reviews","duration","gross","genres","language","country","content_rating","budget","imdb_score"
"Back to the Future ","Robert Zemeckis",1985,"Color",198,116,210609762,"Adventure|Comedy|Sci-Fi","English","USA","PG",19000000,8.5
"Project Almanac ","Dean Israelite",2015,"Color",177,106,22331028,"Sci-Fi|Thriller","English","USA","PG-13",12000000,6.4
"Benji ","Joe Camp",1974,"Color",5,86,39552600,"Adventure|Family|Romance","English","USA","G",500000,6.1
"The Legend of Hercules ","Renny Harlin",2014,"Color",156,99,18821279,"Action|Adventure|Fantasy","English","USA","PG-13",70000000,4.2
"Bandits ","Barry Levinson",2001,"Color",132,123,41523271,"Comedy|Crime|Drama|Romance","English","USA","PG-13",80000000,6.6
"Charlie's Angels ","McG",2000,"Color",181,94,125305545,"Action|Adventure|Comedy|Crime|Thriller","English","USA","PG-13",92000000,5.5
"Raising Cain ","Brian De Palma",1992,"Color",33,91,21370057,"Crime|Drama|Thriller","English","USA","R",12000000,6
"The Replacements ","Howard Deutch",2000,"Color",118,118,44737059,"Comedy|Sport","English","USA","PG-13",50000000,6.5
"Major Dundee ","Sam Peckinpah",1965,"Color",53,152,14873,"Adventure|War|Western","English","USA","Approved",3800000,6.8
"Alexander and the Terrible, Horrible, No Good, Very Bad Day ","Miguel Arteta",2014,"Color",119,81,66950483,"Comedy|Family","English","USA","PG",28000000,6.2
"The Purge ","James DeMonaco",2013,"Color",361,85,64423650,"Horror|Sci-Fi|Thriller","English","USA","R",3000000,5.7
"Miracle ","Gavin O'Connor",2004,"Color",129,135,64371181,"Biography|Drama|History|Sport","English","USA","PG",28000000,7.5
"Desperado ","Robert Rodriguez",1995,"Color",93,104,25625110,"Action|Crime|Thriller","English","USA","R",7000000,7.2
"The Marine ","John Bonito",2006,"Color",78,92,18843314,"Action|Drama|Thriller","English","USA","PG-13",20000000,4.7
"Light It Up ","Craig Bolotin",1999,"Color",39,99,5871603,"Drama|Thriller","English","USA","R",13000000,6
"Bachelorette ","Leslye Headland",2012,"Color",156,87,418268,"Comedy|Romance","English","USA","R",3000000,5.3
"The Rock ","Michael Bay",1996,"Color",122,136,134006721,"Action|Adventure|Thriller","English","USA","R",75000000,7.4
"The Jungle Book 2 ","Steve Trenbirth",2003,"Color",85,72,47887943,"Adventure|Animation|Family|Musical","English","USA","G",20000000,5.4
"40 Days and 40 Nights ","Michael Lehmann",2002,"Color",140,96,37939782,"Comedy|Romance","English","USA","R",17000000,5.6
"4 Months, 3 Weeks and 2 Days ","Cristian Mungiu",2007,"Color",233,113,1185783,"Drama","Romanian","Romania","Not Rated",590000,7.9
"Wimbledon ","Richard Loncraine",2004,"Color",129,98,16831505,"Comedy|Romance|Sport","English","UK","PG-13",31000000,6.3
"The Net ","Irwin Winkler",1995,"Color",53,114,50728000,"Action|Crime|Drama|Mystery|Thriller","English","USA","PG-13",22000000,5.8
"The River Wild ","Curtis Hanson",1994,"Color",42,111,46815748,"Action|Adventure|Crime|Thriller","English","USA","PG-13",45000000,6.3
"Reservoir Dogs ","Quentin Tarantino",1992,"Color",173,99,2812029,"Crime|Drama|Thriller","English","USA","R",1200000,8.4
"O Brother, Where Art Thou? ","Joel Coen",2000,"Color",197,107,45506619,"Adventure|Comedy|Crime|Music","English","UK","PG-13",26000000,7.8
"The Crow ","Alex Proyas",1994,"Color",118,98,50693162,"Action|Drama|Fantasy","English","USA","R",23000000,7.6
"Half Nelson ","Ryan Fleck",2006,"Color",208,106,2694973,"Drama","English","USA","R",700000,7.2
"Kill the Messenger ","Michael Cuesta",2014,"Color",163,112,2445646,"Biography|Crime|Drama|Mystery|Thriller","English","USA","R",5000000,7
"Albert Nobbs ","Rodrigo García",2011,"Color",222,113,3014541,"Drama","English","UK","R",8000000,6.7
"Don Jon ","Joseph Gordon-Levitt",2013,"Color",364,90,24475193,"Comedy|Drama|Romance","English","USA","R",3000000,6.6
"The Holiday ","Nancy Meyers",2006,"Color",157,138,63224849,"Comedy|Romance","English","USA","PG-13",85000000,6.9
"The Machinist ","Brad Anderson",2004,"Color",204,94,1082044,"Drama|Thriller","English","Spain","R",5000000,7.7
"Anomalisa ","Duke Johnson",2015,"Color",328,90,3442820,"Animation|Comedy|Drama|Romance","English","USA","R",8000000,7.3
"Addicted ","Bille Woodruff",2014,"Color",9,106,17382982,"Drama|Thriller","Spanish","USA","R",5000000,5.2
"The Players Club ","Ice Cube",1998,"Color",22,104,23031390,"Comedy|Drama","English","USA","R",4500000,5.6
"Insidious: Chapter 2 ","James Wan",2013,"Color",318,106,83574831,"Fantasy|Horror|Thriller","English","USA","PG-13",5000000,6.6
"Young Adult ","Jason Reitman",2011,"Color",325,94,16300302,"Comedy|Drama","English","USA","R",12000000,6.3
"Teen Wolf Too ","Christopher Leitch",1987,"Color",29,95,7888703,"Comedy|Fantasy","English","USA","PG",3000000,3.2
"Win a Date with Tad Hamilton! ","Robert Luketic",2004,"Color",84,95,16964743,"Comedy|Romance","English","USA","PG-13",24000000,5.6
"The Mortal Instruments: City of Bones ","Harald Zwart",2013,"Color",212,130,31165421,"Fantasy|Horror|Mystery|Romance","English","USA","PG-13",60000000,6
"Igby Goes Down ","Burr Steers",2002,"Color",136,99,4681503,"Comedy|Drama","English","USA","R",9000000,7
"Coraline ","Henry Selick",2009," Black and White",310,100,75280058,"Animation|Family|Fantasy","English","USA","PG",60000000,7.7
"The Promise ","Kaige Chen",2005,"Color",90,103,668171,"Action|Drama|Fantasy","Mandarin","China","PG-13",60000000,5.6
"Kiss Kiss Bang Bang ","Shane Black",2005,"Color",223,103,4235837,"Comedy|Crime|Mystery","English","USA","R",15000000,7.6
"Hoffa ","Danny DeVito",1992,"Color",32,140,24276500,"Biography|Crime|Drama","English","USA","R",35000000,6.6
"Osmosis Jones ","Bobby Farrelly",2001,"Color",81,95,13596911,"Action|Adventure|Animation|Comedy|Crime|Family|Fantasy","English","USA","PG",70000000,6.2
"Sparkle ","Salim Akil",2012,"Color",82,116,24397469,"Drama|Music","English","USA","PG-13",17000000,5.7
"Boyz n the Hood ","John Singleton",1991,"Color",64,112,57504069,"Crime|Drama","English","USA","R",6000000,7.8
"The Insider ","Michael Mann",1999,"Color",209,157,28965197,"Biography|Drama|Thriller","English","USA","R",68000000,7.9
"American Beauty ","Sam Mendes",1999,"Color",176,122,130058047,"Drama","English","USA","R",15000000,8.4
"Curse of the Golden Flower ","Yimou Zhang",2006,"Color",189,114,6565495,"Drama|Romance","Mandarin","China","R",45000000,7
"The Hunger Games ","Gary Ross",2012,"Color",673,142,407999255,"Adventure|Drama|Sci-Fi|Thriller","English","USA","PG-13",78000000,7.3
"30 Days of Night ","David Slade",2007,"Color",304,113,39568996,"Horror","English","USA","R",32000000,6.6
"Moulin Rouge! ","Baz Luhrmann",2001," Black and White",209,127,57386369,"Drama|Musical|Romance","English","USA","PG-13",52500000,7.6
"A Room with a View ","James Ivory",1985,"Color",55,117,20966644,"Drama|Romance","English","UK","Unrated",3000000,7.4
"Bend It Like Beckham ","Gurinder Chadha",2002,"Color",161,112,32541719,"Comedy|Drama|Romance|Sport","English","UK","PG-13",3500159,6.7
"MacGruber ","Jorma Taccone",2010,"Color",163,95,8460995,"Action|Comedy|Romance","English","USA","R",10000000,5.5
"The SpongeBob SquarePants Movie ","Stephen Hillenburg",2004,"Color",89,87,85416609,"Adventure|Animation|Comedy|Family|Fantasy","English","USA","PG",30000000,7
"Legally Blonde 2: Red, White & Blonde ","Charles Herman-Wurmfeld",2003,"Color",133,95,89808372,"Comedy","English","USA","PG-13",45000000,4.6
"Chasing Mavericks ","Michael Apted",2012,"Color",116,116,6002756,"Biography|Drama|Sport","English","USA","PG",20000000,7.2
"Never Let Me Go ","Mark Romanek",2010,"Color",328,103,2412045,"Drama|Romance|Sci-Fi","English","UK","R",15000000,7.2
"Superbad ","Greg Mottola",2007,"Color",256,119,121463226,"Comedy","English","USA","R",20000000,7.6
"See Spot Run ","John Whitesell",2001,"Color",51,94,33357476,"Action|Comedy|Crime|Family","English","USA","PG",35000000,5.4
"About a Boy ","Chris Weitz",2002,"Color",158,101,40566655,"Comedy|Drama|Romance","English","UK","PG-13",30000000,7.1
"The DUFF ","Ari Sandel",2015,"Color",132,101,34017854,"Comedy","English","USA","PG-13",8500000,6.5
"The Assassin ","Hsiao-Hsien Hou",2015,"Color",205,105,613556,"Action|Drama","Mandarin","Taiwan","Not Rated",15000000,6.4
"Weekend ","Andrew Haigh",2011,"Color",143,97,469947,"Drama|Romance","English","UK","Not Rated",120000,7.7
"Blindness ","Fernando Meirelles",2008,"Color",229,121,3073392,"Drama|Mystery|Sci-Fi|Thriller","English","Canada","R",25000000,6.6
"Disturbia ","D.J. Caruso",2007,"Color",253,105,80050171,"Drama|Mystery|Thriller","English","USA","PG-13",20000000,6.9
"School Daze ","Spike Lee",1988,"Color",22,121,14545844,"Comedy|Drama|Musical","English","USA","R",6500000,5.8
"The Intern ","Nancy Meyers",2015,"Color",241,121,75274748,"Comedy|Drama","English","USA","PG-13",35000000,7.2
"Blended ","Frank Coraci",2014,"Color",173,117,46280507,"Comedy|Romance","English","USA","PG-13",40000000,6.5
"Bad Words ","Jason Bateman",2013,"Color",126,89,7764027,"Comedy|Drama","English","USA","R",10000000,6.7
"My Life in Ruins ","Donald Petrie",2009,"Color",112,98,8662318,"Comedy|Romance","English","USA","PG-13",17000000,5.9
"Mission: Impossible ","Brian De Palma",1996,"Color",154,110,180965237,"Action|Adventure|Thriller","English","USA","PG-13",80000000,7.1
"Bowling for Columbine ","Michael Moore",2002," Black and White",215,120,21244913,"Crime|Documentary|Drama","English","Germany","R",4000000,8
"Forgetting Sarah Marshall ","Nicholas Stoller",2008,"Color",253,118,62877175,"Comedy|Drama|Romance","English","USA","R",30000000,7.2
"Mystery Men ","Kinka Usher",1999,"Color",125,121,29655590,"Action|Comedy|Fantasy|Sci-Fi","English","USA","PG-13",65000000,6
"The Lady from Shanghai ","Orson Welles",1947," Black and White",90,92,7927,"Crime|Drama|Film-Noir|Mystery|Thriller","English","USA","Not Rated",2300000,7.7
"Event Horizon ","Paul W.S. Anderson",1997,"Color",172,130,26616590,"Horror|Sci-Fi|Thriller","English","UK","R",60000000,6.7
"A Nightmare on Elm Street 5: The Dream Child ","Stephen Hopkins",1989," Black and White",88,89,22168359,"Fantasy|Horror|Romance|Thriller","English","USA","X",8000000,5.1
"54 ","Mark Christopher",1998,"Color",63,121,16574731,"Drama|Music","English","USA","R",13000000,5.8
"The Illusionist ","Neil Burger",2006,"Color",236,110,39825798,"Drama|Mystery|Romance|Thriller","English","USA","PG-13",16000000,7.6
"Secret Window ","David Koepp",2004,"Color",195,96,47781388,"Mystery|Thriller","English","USA","PG-13",40000000,6.6
"500 Days of Summer ","Marc Webb",2009,"Color",331,95,32391374,"Comedy|Drama|Romance","English","USA","PG-13",7500000,7.7
"The Passion of the Christ ","Mel Gibson",2004,"Color",406,120,499263,"Drama","Aramaic","USA","R",30000000,7.1
"RoboCop ","José Padilha",2014,"Color",492,117,58607007,"Action|Crime|Sci-Fi|Thriller","English","USA","PG-13",100000000,6.2
"Mr. Popper's Penguins ","Mark Waters",2011,"Color",189,94,68218041,"Comedy|Family|Fantasy","English","USA","PG",55000000,6
"Safe House ","Daniel Espinosa",2012,"Color",298,115,126149655,"Action|Crime|Mystery|Thriller","English","USA","R",85000000,6.8
"Pride and Glory ","Gavin O'Connor",2008,"Color",154,130,15709385,"Crime|Drama|Thriller","English","USA","R",30000000,6.7
"L.I.E. ","Michael Cuesta",2001,"Color",64,97,1141829,"Crime|Drama","English","USA","NC-17",700000,7.2
"Hot Fuzz ","Edgar Wright",2007,"Color",285,121,23618786,"Action|Comedy|Mystery","English","UK","R",8000000,7.9
"Ice Age: The Meltdown ","Carlos Saldanha",2006,"Color",164,115,195329763,"Action|Adventure|Animation|Comedy|Family|Fantasy","English","USA","PG",80000000,6.9
"The Client ","Joel Schumacher",1994,"Color",39,119,92115211,"Crime|Drama|Mystery|Thriller","English","USA","PG-13",45000000,6.7
"Harvard Man ","James Toback",2001,"Color",27,99,56007,"Comedy|Crime|Drama|Romance|Thriller","English","USA","R",5500000,4.9
"Harsh Times ","David Ayer",2005,"Color",118,116,3335839,"Action|Crime|Drama|Thriller","English","USA","R",2000000,7
"Peggy Sue Got Married ","Francis Ford Coppola",1986,"Color",44,103,41382841,"Comedy|Drama|Fantasy|Romance","English","USA","PG-13",18000000,6.3
"You Kill Me ","John Dahl",2007,"Color",121,93,2426851,"Comedy|Crime|Romance|Thriller","English","USA","R",4000000,6.5
"Thunderbirds ","Jonathan Frakes",2004,"Color",76,95,6768055,"Action|Adventure|Comedy|Family|Sci-Fi","English","UK","PG",57000000,4.2
"Jack and Jill ","Dennis Dugan",2011,"Color",156,91,74158157,"Comedy","English","USA","PG",79000000,3.4
"Screwed ","Scott Alexander",2000,"Color",29,81,6982680,"Comedy|Crime","English","USA","PG-13",10000000,5.7
"Love in the Time of Cholera ","Mike Newell",2007,"Color",115,139,4584886,"Drama|Romance","English","USA","R",45000000,6.4
"Paris, je t'aime ","Olivier Assayas",2006,"Color",165,120,4857376,"Comedy|Drama|Romance","French","France","R",13000000,7.3
"Code 46 ","Michael Winterbottom",2003,"Color",133,93,197148,"Drama|Romance|Sci-Fi|Thriller","English","UK","R",7500000,6.3
"28 Days ","Betty Thomas",2000,"Color",116,103,37035515,"Comedy|Drama","English","USA","PG-13",43000000,6
"Beverly Hills Cop ","Martin Brest",1984,"Color",94,105,234760500,"Action|Comedy|Crime","English","USA","R",14000000,7.3
"Johnny English Reborn ","Oliver Parker",2011,"Color",152,101,8129455,"Action|Adventure|Comedy|Crime","English","USA","PG",45000000,6.3
"A Scanner Darkly ","Richard Linklater",2006,"Color",232,100,5480996,"Animation|Drama|Mystery|Sci-Fi|Thriller","English","USA","R",8700000,7.1
"Bogus ","Norman Jewison",1996,"Color",15,110,4357000,"Comedy|Family|Fantasy","English","USA","PG",30000000,5.3
"Finding Neverland ","Marc Forster",2004,"Color",226,101,51676606,"Biography|Drama|Family","English","USA","PG",25000000,7.8
"Psycho Beach Party ","Robert Lee King",2000,"Color",51,85,265107,"Comedy|Horror|Mystery","English","Australia","Unrated",1500000,6.3
"Unstoppable ","Tony Scott",2010,"Color",316,98,81557479,"Action|Thriller","English","USA","PG-13",100000000,6.8
"Beverly Hills Chihuahua ","Raja Gosnell",2008,"Color",100,91,94497271,"Adventure|Comedy|Drama|Family|Romance","English","USA","PG",20000000,3.7
"Black Book ","Paul Verhoeven",2006,"Color",231,145,4398392,"Drama|Thriller|War","Dutch","Netherlands","R",21000000,7.8
"Sleep Dealer ","Alex Rivera",2008,"Color",47,90,75727,"Drama|Romance|Sci-Fi|Thriller","Spanish","USA","PG-13",2500000,5.9
"Close Encounters of the Third Kind ","Steven Spielberg",1977,"Color",171,135,128300000,"Drama|Sci-Fi","English","USA","PG",19400870,7.7
"Side Effects ","Steven Soderbergh",2013,"Color",450,106,32154410,"Crime|Drama|Thriller","English","USA","R",30000000,7.1
"Glengarry Glen Ross ","James Foley",1992,"Color",120,100,10725228,"Crime|Drama|Mystery","English","USA","R",12500000,7.8
"Seven Samurai ","Akira Kurosawa",1954," Black and White",153,202,269061,"Action|Adventure|Drama","Japanese","Japan","Unrated",2000000,8.7
"Mi America ","Robert Fontaine",2015,"Color",4,125,3330,"Crime|Drama","English","USA","R",2100000,7.2
"Mrs. Winterbourne ","Richard Benjamin",1996,"Color",20,105,10070000,"Comedy|Drama|Romance","English","USA","PG-13",25000000,6.2
"Dancer in the Dark ","Lars von Trier",2000,"Color",177,140,4157491,"Crime|Drama|Musical","English","Denmark","R",12800000,8
"Bridget Jones: The Edge of Reason ","Beeban Kidron",2004,"Color",143,108,40203020,"Comedy|Drama|Romance","English","UK","R",40000000,5.9
"Scary Movie 4 ","David Zucker",2006,"Color",151,89,90703745,"Comedy","English","USA","PG-13",45000000,5.1
"A Single Man ","Tom Ford",2009,"Color",281,99,9166863,"Drama|Romance","English","USA","R",7000000,7.6
"The Interpreter ","Sydney Pollack",2005,"Color",227,128,72515360,"Crime|Mystery|Thriller","Aboriginal","UK","PG-13",80000000,6.4
"I, Frankenstein ","Stuart Beattie",2014,"Color",308,92,19059018,"Action|Fantasy|Sci-Fi|Thriller","English","Australia","PG-13",65000000,5.1
"The Beast from 20,000 Fathoms ","Eugène Lourié",1953," Black and White",67,80,5000000,"Adventure|Horror|Sci-Fi","English","USA","Approved",210000,6.7
"Triple 9 ","John Hillcoat",2016,"Color",214,115,12626905,"Action|Crime|Drama|Thriller","English","USA","R",20000000,6.3
"The Thin Red Line ","Terrence Malick",1998,"Color",156,215,36385763,"Drama|War","English","USA","R",52000000,7.6
"Shooter ","Antoine Fuqua",2007,"Color",198,124,46975183,"Action|Crime|Drama|Mystery|Thriller","English","USA","R",61000000,7.2
"R100 ","Hitoshi Matsumoto",2013,"Color",72,99,22770,"Comedy|Drama","Japanese","Japan","Unrated",5500000,6.1
"In the Land of Women ","Jon Kasdan",2007,"Color",81,97,11043445,"Comedy|Drama|Romance","English","USA","PG-13",10000000,6.5
"Halloween: Resurrection ","Rick Rosenthal",2002,"Color",151,94,30259652,"Comedy|Horror|Thriller","English","USA","R",15000000,4.1
"Novocaine ","David Atkins",2001,"Color",84,95,2025238,"Comedy|Crime|Drama|Thriller","English","USA","R",6000000,5.8
"Brooklyn Rules ","Michael Corrente",2007,"Color",41,99,398420,"Crime|Drama","English","USA","R",8000000,6.4
"The Hurricane ","Norman Jewison",1999," Black and White",65,146,50668906,"Biography|Drama|Sport","English","USA","R",38000000,7.6
"Alex & Emma ","Rob Reiner",2003,"Color",73,96,14208384,"Comedy|Romance","English","USA","PG-13",30000000,5.6
"Dredd ","Pete Travis",2012,"Color",432,95,13401683,"Action|Sci-Fi","English","UK","R",35000000,7.1
"Welcome to Mooseport ","Donald Petrie",2004,"Color",82,110,14469428,"Comedy|Romance","English","USA","PG-13",26000000,5.2
"Pitch Perfect ","Jason Moore",2012,"Color",223,112,64998368,"Comedy|Music|Romance","English","USA","PG-13",17000000,7.2
"The Ghost Writer ","Roman Polanski",2010,"Color",343,128,15523168,"Mystery|Thriller","English","France","PG-13",45000000,7.2
"Madea's Family Reunion ","Tyler Perry",2006,"Color",46,107,63231524,"Comedy|Drama|Romance","English","USA","PG-13",6000000,5
"Letters from Iwo Jima ","Clint Eastwood",2006,"Color",251,141,13753931,"Drama|History|War","Japanese","USA","R",19000000,7.9
"Motherhood ","Katherine Dieckmann",2009,"Color",43,90,92900,"Comedy|Drama","English","USA","PG-13",5000000,4.7
"My Best Friend's Wedding ","P.J. Hogan",1997,"Color",84,105,126805112,"Comedy|Romance","English","USA","PG-13",46000000,6.3
"Hero ","Yimou Zhang",2002," Black and White",283,80,84961,"Action|Adventure|History","Mandarin","China","PG-13",31000000,7.9
"My Big Fat Greek Wedding 2 ","Kirk Jones",2016,"Color",156,94,59573085,"Comedy|Family|Romance","English","USA","PG-13",18000000,6.1
"The Greatest Story Ever Told ","George Stevens",1965,"Color",27,225,8000000,"Biography|Drama|History","English","USA","G",20000000,6.6
"Final Destination ","James Wong",2000,"Color",211,98,53302314,"Horror|Thriller","English","USA","R",23000000,6.7
"From Dusk Till Dawn ","Robert Rodriguez",1996,"Color",165,108,25753840,"Crime|Fantasy|Horror","English","USA","R",19000000,7.3
"Son of the Mask ","Lawrence Guterman",2005,"Color",78,94,17010646,"Comedy|Family|Fantasy","English","USA","PG",84000000,2.2
"AVP: Alien vs. Predator ","Paul W.S. Anderson",2004,"Color",247,109,80281096,"Action|Horror|Sci-Fi|Thriller","English","USA","PG-13",60000000,5.6
"Eye of the Beholder ","Stephan Elliott",1999,"Color",88,109,16459004,"Drama|Mystery|Thriller","English","Canada","R",15000000,4.9
"The Wendell Baker Story ","Andrew Wilson",2005,"Color",32,99,127144,"Comedy|Drama|Romance","English","USA","PG-13",8000000,5.5
"True Grit ","Ethan Coen",2010,"Color",493,110,171031347,"Adventure|Drama|Western","English","USA","PG-13",38000000,7.7
"A Prairie Home Companion ","Robert Altman",2006,"Color",211,105,20338609,"Comedy|Drama|Music","English","USA","PG-13",10000000,6.8
"The X Files: I Want to Believe ","Chris Carter",2008,"Color",270,108,20981633,"Drama|Mystery|Sci-Fi|Thriller","English","USA","PG-13",30000000,5.9
"Outbreak ","Wolfgang Petersen",1995,"Color",64,127,67823573,"Action|Drama|Thriller","English","USA","R",50000000,6.6
"The Notebook ","Nick Cassavetes",2004,"Color",177,123,64286,"Drama|Romance","English","USA","PG-13",29000000,7.9
"Evita ","Alan Parker",1996,"Color",76,135,49994804,"Biography|Drama|History|Musical","English","USA","PG",55000000,6.3
"The Warrior's Way ","Sngmoo Lee",2010,"Color",95,100,5664251,"Action|Fantasy|Western","English","New Zealand","R",45000000,6.3
"Crossroads ","Tamra Davis",2002,"Color",111,93,37188667,"Comedy|Drama","English","USA","PG-13",12000000,3.3
"Stigmata ","Rupert Wainwright",1999,"Color",131,103,50041732,"Horror","English","USA","R",29000000,6.2
"Agent Cody Banks ","Harald Zwart",2003,"Color",79,102,47285499,"Action|Adventure|Comedy|Crime|Family|Romance|Thriller","English","USA","PG",26000000,5
"House of 1000 Corpses ","Rob Zombie",2003," Black and White",202,105,12583510,"Horror","English","USA","R",7000000,6
"In & Out ","Frank Oz",1997,"Color",83,90,63826569,"Comedy","English","USA","PG-13",35000000,6.3
"The Way Way Back ","Nat Faxon",2013,"Color",276,103,21501098,"Comedy|Drama","English","USA","PG-13",5000000,7.4
"Jumping the Broom ","Salim Akil",2011,"Color",52,112,37295394,"Comedy|Drama","English","USA","PG-13",6600000,5.7
"Pulse ","Jim Sonzero",2006,"Color",148,90,20259297,"Drama|Horror|Sci-Fi|Thriller","English","USA","PG-13",20000000,4.7
"The Medallion ","Gordon Chan",2003,"Color",98,108,22108977,"Action|Comedy|Fantasy","English","Hong Kong","PG-13",41000000,5.2
"Super Troopers ","Jay Chandrasekhar",2001,"Color",100,100,18488314,"Comedy|Crime|Mystery","English","USA","R",1200000,7.1
"Inescapable ","Ruba Nadda",2012,"Color",36,93,4063,"Drama|Mystery|Romance|Thriller","English","Canada","R",4000000,5.2
"Despicable Me 2 ","Pierre Coffin",2013,"Color",306,98,368049635,"Animation|Comedy|Family|Sci-Fi","English","USA","PG",76000000,7.5
"Knock Off ","Hark Tsui",1998,"Color",67,91,10076136,"Action|Comedy|Thriller","English","Aruba","R",35000000,4.8
"The Howling ","Joe Dante",1981,"Color",161,91,17986000,"Horror","English","USA","R",1000000,6.6
"American Outlaws ","Les Mayfield",2001,"Color",44,94,13264986,"Action|Western","English","USA","PG-13",35000000,6
"Sea Rex 3D: Journey to a Prehistoric World ","Ronan Chapalain",2010,"Color",7,41,4074023,"Documentary","English","UK","",5000000,6.9
"Earth to Echo ","Dave Green",2014,"Color",112,91,38916903,"Adventure|Family|Sci-Fi","English","USA","PG",13000000,5.8
"8: The Mormon Proposition ","Reed Cowan",2010,"Color",28,80,99851,"Documentary","English","USA","R",2500000,7.1
"The Young and Prodigious T.S. Spivet ","Jean-Pierre Jeunet",2013,"Color",122,105,99462,"Action|Adventure|Drama|Family","English","France","PG",33000000,7.1
"Wall Street ","Oliver Stone",1987,"Color",114,126,43848100,"Crime|Drama","English","USA","R",15000000,7.4
"Moonrise Kingdom ","Wes Anderson",2012,"Color",487,94,45507053,"Adventure|Comedy|Drama|Romance","English","USA","PG-13",16000000,7.8
"Final Destination 3 ","James Wong",2006,"Color",216,86,54098051,"Horror","English","Germany","R",25000000,5.8
"Death at a Funeral ","Frank Oz",2007,"Color",168,87,8579684,"Comedy","English","USA","R",9000000,7.4
"The Fast and the Furious: Tokyo Drift ","Justin Lin",2006,"Color",158,104,62494975,"Action|Crime|Thriller","English","USA","PG-13",85000000,6
"Rescue Dawn ","Werner Herzog",2006,"Color",198,120,5484375,"Adventure|Biography|Drama|War","English","USA","PG-13",10000000,7.3
"Traffic ","Steven Soderbergh",2000,"Color",223,190,124107476,"Crime|Drama|Thriller","English","USA","R",48000000,7.6
"Living Out Loud ","Richard LaGravenese",1998,"Color",24,100,12902790,"Comedy|Drama|Romance","English","USA","R",12000000,6.6
"Animal House ","John Landis",1978,"Color",94,109,141600000,"Comedy","English","USA","R",3000000,7.6
"American Pie ","Paul Weitz",1999,"Color",145,95,101736215,"Comedy","English","USA","R",11000000,7
"An Education ","Lone Scherfig",2009,"Color",278,100,12574715,"Drama","English","UK","PG-13",4500000,7.3
"As It Is in Heaven ","Kay Pollak",2004,"Color",34,133,9910,"Comedy|Drama|Music|Romance","Swedish","Sweden","",25000000,7.6
"The Last Witch Hunter ","Breck Eisner",2015,"Color",202,106,27356090,"Action|Adventure|Fantasy","English","USA","PG-13",90000000,6
"Austin Powers in Goldmember ","Jay Roach",2002,"Color",194,94,213079163,"Action|Comedy|Crime","English","USA","PG-13",63000000,6.2
"Memento ","Christopher Nolan",2000," Black and White",274,113,25530884,"Mystery|Thriller","English","USA","R",9000000,8.5
"Trucker ","James Mottern",2008,"Color",46,90,52166,"Drama","English","USA","R",2000000,6.7
"Brooklyn ","John Crowley",2015,"Color",351,111,38317535,"Drama|Romance","English","UK","PG-13",11000000,7.5
"Monsoon Wedding ","Mira Nair",2001,"Color",137,114,13876974,"Comedy|Drama|Romance","Hindi","India","R",7000000,7.4
"Rapa Nui ","Kevin Reynolds",1994,"Color",9,107,305070,"Action|Adventure|Drama|History|Romance","English","USA","R",20000000,6.4
"The Wrestler ","Darren Aronofsky",2008,"Color",391,109,26236603,"Drama|Sport","English","USA","R",6000000,7.9
"Big Mommas: Like Father, Like Son ","John Whitesell",2011,"Color",88,113,37911876,"Action|Comedy|Crime","English","USA","PG-13",32000000,4.4
"The Man with the Golden Gun ","Guy Hamilton",1974,"Color",118,125,21000000,"Action|Adventure|Thriller","English","UK","PG",13000000,6.8
"2 Guns ","Baltasar Kormákur",2013,"Color",265,109,75573300,"Action|Comedy|Crime|Drama|Thriller","English","USA","R",61000000,6.7
"The Men Who Stare at Goats ","Grant Heslov",2009,"Color",271,94,32416109,"Comedy|War","English","USA","R",25000000,6.2
"The Salton Sea ","D.J. Caruso",2002,"Color",79,103,676698,"Crime|Drama|Mystery|Thriller","English","USA","R",18000000,7.2
"The Lord of the Rings: The Return of the King ","Peter Jackson",2003,"Color",328,192,377019252,"Action|Adventure|Drama|Fantasy","English","USA","PG-13",94000000,8.9
"Slackers ","Dewey Nicks",2002,"Color",66,86,4814244,"Comedy|Romance","English","Canada","R",11000000,5.3
"Catwoman ","Pitof",2004,"Color",212,87,40198710,"Action|Crime|Fantasy|Romance|Thriller","English","USA","PG-13",100000000,3.3
"Groove ","Greg Harrison",2000,"Color",46,86,1114943,"Drama|Music","English","USA","R",500000,6.5
"All the Queen's Men ","Stefan Ruzowitzky",2001,"Color",19,105,22723,"Action|Comedy|Drama|War","English","Germany","PG-13",25000000,4.5
"A League of Their Own ","Penny Marshall",1992," Black and White",41,128,107458785,"Comedy|Drama|Sport","English","USA","PG",40000000,7.2
"A Good Year ","Ridley Scott",2006,"Color",147,117,7458269,"Comedy|Drama|Romance","English","USA","PG-13",35000000,6.9
"Delivery Man ","Ken Scott",2013,"Color",168,105,30659817,"Comedy|Drama","English","USA","PG-13",26000000,6.4
"Nacho Libre ","Jared Hess",2006,"Color",163,92,80197993,"Comedy|Family|Sport","English","Germany","PG",32000000,5.7
"Shutter ","Masayuki Ochiai",2008,"Color",135,90,25926543,"Horror|Mystery|Thriller","English","USA","PG-13",8000000,5.2
"Annabelle ","John R. Leonetti",2014,"Color",271,99,84263837,"Horror|Mystery","English","USA","R",6500000,5.4
